,Ticker,Net Income,EPS,Dividends,Payout Ratio,Shares,Book Value/Share,Current Ratio,Quick Ratio,Free Cashflow/Share,Revenue,Gross Margin,Operating Margin,EBT Margin,Net Margin,Return on Assets,Return on Equity,Return on Invested Capital,Interest Coverage,EPS Year on Year,Total Assets,Debt/Equity,5-Year Net Income %,Company Name,Dividend Cover,Dividend Cover
236,XLON:BBY,217.0,0.32,0.03,11.5,690.0,1.78,0.91,0.71,0,100.0,4.64,-0.02,2.35,3.29,4.38,21.81,10.98,5.84,0,100.0,0.51,30.73,Balfour Beatty plc,0,0.002608695652173913
237,XLON:BAG,36.0,0.32,0.16,45.2,114.0,1.76,1.56,1.25,0,100.0,46.73,15.8,15.34,12.68,12.1,18.93,17.9,-436.0,0,100.0,0.06,7.79,Barr (A.G.),0,0.0035398230088495575
238,XLON:BBA,133.0,0.13,0.1,82.4,1029.0,1.4,1.41,0.6,0,100.0,23.05,10.7,6.65,5.36,3.29,7.08,5.44,3.83,0,100.0,0.71,0.61,BBA Aviation plc,0,0.0012135922330097086
239,XLON:BEZ,45.0,0.08,0.15,174.2,533.0,2.13,0,0,0,100.0,0,0,3.21,2.21,0.62,3.08,0,3.98,0,100.0,0.24,-9.54,Beazley plc,0,0.0008610792192881746
240,XLON:BWY,488.0,3.96,1.22,30.8,123.0,18.9,3.44,0.14,0,100.0,25.89,22.42,22.01,17.86,15.36,22.71,21.35,45.94,0,100.0,0,41.78,Bellway plc,0,0.03961038961038961
241,XLON:CAPC,-12.0,-0.02,0.01,0,850.0,3.31,1.45,1.21,0,100.0,82.25,41.67,-108.45,-14.37,-0.31,-0.42,0.15,-3.65,0,100.0,0.22,0,Capital & Counties Properties plc,0,0
242,XLON:CARD,62.0,0.18,0.09,53.8,341.0,0.64,1.42,0.51,0,100.0,28.78,18.68,17.91,14.38,13.23,26.21,16.3,26.53,0,100.0,0.73,34.8,Card Factory plc,0,0.0016728624535315986
243,XLON:CEY,135.0,0.12,0.12,106.4,1159.0,0.85,9.58,6.73,0,100.0,41.67,35.56,35.95,19.88,9.7,10.11,9.81,0,20.07,100.0,0,-11.28,Centamin plc,0,0.0011278195488721803
244,XLON:CINE,214.0,0.13,0.08,59.9,1666.0,1.92,0.67,0.64,0,100.0,25.16,12.24,10.34,8.42,3.64,9.79,5.82,5.04,0,100.0,1.18,24.88,Cineworld Group plc,0,0.001335559265442404
245,XLON:CKN,29.0,0.95,0.73,76.3,30.0,14.06,1.85,1.84,0,100.0,96.65,12.49,12.99,9.08,5.36,6.96,6.87,208.5,0,100.0,0,14.15,Clarkson plc,0,0.009567496723460026
246,XLON:CBG,198.0,1.31,0.6,45.7,151.0,8.44,0,0,0,100.0,0,0,32.36,24.15,2.11,16.4,0,0,0,100.0,1.7,13.91,Close Brothers Group plc,0,0.01312910284463895
247,XLON:CLI,119.0,0.29,0.06,21.8,407.0,2.6,0.88,0.77,0,100.0,83.45,56.25,97.23,84.16,5.63,11.7,7.24,6.31,0,100.0,0.76,27.56,CLS Holdings plc,0,0.002752293577981651
248,XLON:COA,74.0,0.05,0.01,27.5,1429.0,0.21,1.69,1.08,0,100.0,36.86,10.7,8.82,4.79,5.49,26.78,13.0,7.27,0,100.0,0.99,0,Coats Group plc,0,0.00036363636363636367
249,XLON:COB,224.0,0.1,0,0,2383.0,0.52,1.45,0.88,0,100.0,26.45,2.78,11.68,11.53,8.33,20.04,13.72,8.12,0,100.0,0.3,-14.63,Cobham plc,0,0
250,XLON:CCC,84.0,0.69,0.26,37.4,120.0,3.59,1.34,1.16,0,100.0,12.73,2.83,2.83,2.04,6.95,19.5,18.9,89.2,0,100.0,0.04,10.61,Computacenter plc,0,0.006951871657754011
251,XLON:CSP,128.0,0.28,0.08,29.7,454.0,1.59,3.72,0.71,0,100.0,22.06,15.58,17.36,14.35,12.52,19.07,18.75,63.04,0,100.0,0,0,Countryside Properties Plc,0,0.0026936026936026937
252,XLON:CWK,70.0,1.37,0.46,33.6,51.0,9.31,1.62,1.09,0,100.0,-87.4,-93.96,6.01,4.78,11.09,15.53,15.31,441.0,0,100.0,0,14.07,Cranswick plc,0,0.01369047619047619
253,XLON:CRST,167.0,0.65,0.33,51.1,259.0,3.21,3.73,0.55,0,100.0,25.18,19.38,18.74,15.26,11.24,21.48,18.24,16.82,0,100.0,0.22,21.41,Crest Nicholson Holdings plc,0,0.006457925636007828
254,XLON:CYBG,40.0,0.05,0.01,18.9,885.0,3.69,0,0,0,100.0,0,0,100.0,4.51,0.11,1.44,0,0,0,100.0,1.36,0,CYBG plc,0,0.0005291005291005291
255,XLON:DJAN,203.0,12.45,0.98,7.9,16.0,111.25,1.05,1.0,0,100.0,46.53,37.24,140.86,141.99,8.21,11.7,10.33,16.73,0,100.0,0.16,17.76,Daejan Holdings plc,0,0.1240506329113924
256,XLON:DCG,150.0,1.06,0.23,21.4,142.0,1.56,2.57,0.52,0,100.0,26.2,15.11,39.23,32.73,25.23,94.74,35.12,19.86,0,100.0,1.13,22.36,Dairy Crest Group plc,0,0.01074766355140187
257,XLON:DPH,36.0,0.37,0.23,61.1,97.0,9.79,2.71,1.76,0,100.0,54.63,9.85,7.1,8.87,4.36,8.96,5.48,290.0,0,100.0,0.57,15.05,Dechra Pharmaceuticals plc,0,0.0037643207855973812
258,XLON:DLN,302.0,2.7,0.6,22.1,112.0,37.06,0.89,0.48,0,100.0,82.32,68.83,133.6,132.98,5.94,7.44,6.6,15.23,0,100.0,0.2,6.71,Derwent London plc,0,0.027149321266968323
259,XLON:DTY,52.0,1.04,0.24,23.2,50.0,1.44,1.49,1.38,0,100.0,59.68,27.61,19.58,15.93,7.0,105.12,11.82,3.45,0,100.0,7.69,10.12,Dignity plc,0,0.010344827586206896
260,XLON:DPLM,49.0,0.44,0.23,52.3,113.0,2.31,2.16,1.16,0,100.0,35.59,15.14,14.76,10.61,13.93,19.63,19.42,116.5,0,100.0,0,8.7,Diploma plc,0,0.004397705544933079
261,XLON:DC.,166.0,0.14,0.11,55.4,1160.0,2.75,0.95,0.48,0,100.0,20.51,3.49,2.74,1.58,2.26,5.31,5.46,8.41,0,100.0,0.13,-22.16,Dixons Carphone plc,0,0.0019855595667870036
262,XLON:DOM,65.0,0.13,0.09,68.7,491.0,0.09,0.82,0.72,0,100.0,38.09,8.81,15.43,12.98,17.52,105.75,30.57,28.39,0,100.0,4.78,16.91,Domino's Pizza Group plc,0,0.0013100436681222707
263,XLON:DRX,-70.0,-0.17,0.12,0,410.0,4.24,1.35,0.58,0,100.0,12.83,1.49,-2.29,-1.76,-1.87,-3.91,-1.83,-1.62,0,100.0,0.36,0,Drax Group plc,0,0
264,XLON:DNLM,74.0,0.36,0.26,71.2,203.0,0.57,1.51,0.3,0,100.0,48.05,10.74,8.92,7.1,17.44,68.71,30.28,52.56,0,100.0,1.31,0.52,Dunelm Group Plc,0,0.003651685393258427
265,XLON:ESUR,75.0,0.17,0.1,54.2,424.0,0.69,0,0,0,100.0,0,0,10.46,8.72,4.4,26.87,0,11.3,0,100.0,0.43,-1.81,esure Group plc,0,0.0018450184501845018
266,XLON:ERM,139.0,1.28,0.3,24.5,108.0,3.39,0.72,0.5,0,100.0,0,21.68,38.71,35.28,18.72,42.09,31.65,29.18,0,100.0,0.3,-9.32,Euromoney Institutional Investors plc,0,0.012244897959183673
267,XLON:EVR,1758.0,1.2,0.73,60.6,1457.0,1.01,1.7,0.85,0,100.0,34.77,23.04,19.93,14.57,18.25,111.55,30.28,7.5,0,100.0,2.3,0,Evraz plc,0,0.012046204620462046
268,XLON:FDM,35.0,0.32,0.26,82.0,109.0,0.61,2.23,2.23,0,100.0,47.48,19.65,19.63,14.74,36.65,55.41,55.31,0,0,100.0,0,22.24,FDM Group plc,0,0.0031707317073170734
269,XLON:FXPO,330.0,0.56,0.06,11.5,588.0,0.99,0.82,0.39,0,100.0,62.36,35.6,31.72,26.94,25.77,50.96,31.45,10.33,-30.87,100.0,0.2,12.89,Ferrexpo plc,0,0.005217391304347826
270,XLON:FDSA,36.0,0.92,0.43,47.4,39.0,4.3,1.44,1.35,0,100.0,57.39,14.1,14.12,10.08,11.55,21.51,21.35,0,0,100.0,0,3.25,Fidessa Group Plc,0,0.009071729957805908
271,XLON:FGP,-296.0,-0.24,0,0,1223.0,1.22,0.83,0.52,0,100.0,32.64,1.52,-5.11,-4.63,-5.32,-16.74,-5.51,-1.8,0,100.0,0.9,0,FirstGroup plc,0,0
272,XLON:GFRD,44.0,0.48,0.86,179.8,92.0,5.11,1.22,0.82,0,100.0,7.17,1.64,1.84,1.56,1.67,7.59,3.79,3.97,0,100.0,0.35,-0.24,Galliford Try Plc,0,0.004783092324805339
273,XLON:GNS,66.0,1.07,0.23,21.9,62.0,6.76,2.34,1.23,0,100.0,0,8.94,9.17,14.05,8.42,16.69,12.94,10.69,0,100.0,0.3,-3.65,Genus plc,0,0.010502283105022832
274,XLON:GOG,89.0,2.07,1.02,49.4,43.0,6.68,1.09,0.88,0,100.0,76.37,3.69,4.21,2.57,5.35,36.33,15.87,9.94,0,100.0,1.37,10.63,Go Ahead Group,0,0.020647773279352227
275,XLON:GFTU,139.0,0.58,0.15,26.5,238.0,5.16,1.45,0.95,0,100.0,0,70.55,5.95,4.91,6.15,11.81,9.61,35.52,0,100.0,0.23,30.57,Grafton Group,0,0.005660377358490566
276,XLON:GRI,83.0,0.2,0.05,24.9,418.0,1.86,14.88,3.21,0,100.0,44.64,34.0,33.96,29.56,4.72,11.25,6.16,4.64,0,100.0,1.28,184.61,Grainger Plc,0,0.0020080321285140565
277,XLON:GPOR,70.0,0.18,0.12,66.3,347.0,8.4,0.75,0.71,0,100.0,25.98,19.53,20.52,18.81,2.14,2.75,2.31,7.85,0,100.0,0.1,-17.2,Great Portland Estates,0,0.0018099547511312218
278,XLON:GNC,4.0,0.01,0.05,0,704.0,0.96,0.76,0.59,0,100.0,26.68,3.61,-0.68,0.14,0.18,0.51,2.38,0.41,0,100.0,0.8,-18.85,Greencore Group plc,0,0
279,XLON:GNK,163.0,0.52,0.33,63.5,310.0,6.64,0.66,0.49,0,100.0,38.93,17.07,9.07,7.47,3.0,8.12,5.87,2.68,0,100.0,1.04,10.58,Greene King,0,0.0051968503937007875
280,XLON:GRG,61.0,0.59,0.32,54.4,102.0,3.01,0.77,0.62,0,100.0,63.23,7.81,7.79,6.17,14.56,21.52,21.52,0,0,100.0,0,7.0,Greggs Plc,0,0.0058823529411764705
281,XLON:GVC,84.0,0.15,0.3,117.3,384.0,6.4,0.84,0.77,0,100.0,58.57,17.19,7.45,5.48,1.8,3.43,2.8,6.5,0,100.0,0.59,0,GVC Holdings plc,0,0.002557544757033248
282,XLON:HFD,55.0,0.28,0.18,64.3,198.0,2.12,1.22,0.36,0,100.0,50.23,6.57,5.91,4.82,7.02,13.19,10.76,32.95,0,100.0,0.22,0.75,Halfords,0,0.0027993779160186624
283,XLON:HLMA,154.0,0.41,0.14,34.6,379.0,2.18,2.53,1.68,0,100.0,52.66,16.84,15.98,14.33,10.82,19.19,14.99,20.34,0,100.0,0.35,10.13,Halma plc,0,0.004046242774566475
284,XLON:HSTN,85.0,0.14,0.06,41.5,578.0,1.06,2.52,1.87,0,100.0,90.07,20.04,154.26,150.89,7.39,11.11,8.61,11.74,0,100.0,0.59,38.95,Hansteen Holdings,0,0.0014457831325301205
285,XLON:HSTG,141.0,0.21,0.13,58.6,659.0,0.95,0,0,0,100.0,0,0,22.35,18.98,5.09,23.71,0,24.51,0,100.0,0.39,26.25,Hastings Group Holdings plc,0,0.002218430034129693
286,XLON:HAS,151.0,0.1,0.03,31.1,1463.0,0.4,1.54,1.54,0,100.0,0,4.26,4.1,2.8,12.06,28.0,25.32,39.33,0,100.0,0.14,9.97,Hays plc,0,0.0009646302250803858
287,XLON:HIK,-806.0,-3.36,0.33,0,241.0,4.84,1.89,1.07,0,100.0,49.9,18.42,-34.33,-39.7,-20.83,-40.61,-26.66,-16.0,0,100.0,0.41,0,Hikma Pharmaceuticals,0,0
288,XLON:HILS,51.0,0.64,0.3,47.1,80.0,3.52,2.16,1.39,0,100.0,37.18,11.84,11.14,8.61,8.8,19.26,12.78,19.22,0,100.0,0.61,15.61,Hill & Smith Holdings plc.,0,0.006369426751592356
289,XLON:HSX,65.0,0.22,0.38,173.0,292.0,6.41,0,0,0,100.0,0,0,2.61,2.24,0.65,2.71,0,3.44,0,100.0,0.3,-36.18,Hiscox Ltd,0,0.0021965317919075147
290,XLON:HOC,31.0,0.06,0.03,55.0,497.0,1.1,1.23,0.95,0,100.0,26.19,15.55,8.32,4.13,2.23,4.28,3.83,4.77,0,100.0,0.14,-8.0,Hochschild Mining Plc,0,0.0005454545454545455
291,XLON:HSV,96.0,0.29,0.16,53.5,323.0,1.66,1.04,1.01,0,100.0,0,14.89,13.7,10.7,7.42,20.93,13.63,13.71,0,100.0,0.47,18.11,Homeserve plc,0,0.0029906542056074765
292,XLON:HWDN,187.0,0.3,0.11,36.5,616.0,0.78,2.05,1.32,0,100.0,62.12,16.15,16.01,12.75,22.68,44.12,44.49,99.08,0,100.0,0,17.05,Howden Joinery Group Plc,0,0.0030136986301369864
293,XLON:HTG,32.0,0.18,0,0,170.0,5.24,4.21,1.63,0,100.0,27.29,3.92,4.16,3.73,2.43,2.85,2.82,59.83,0,100.0,0,0,Hunting plc,0,0
294,XLON:IBST,85.0,0.2,0.09,43.8,409.0,1.13,2.15,1.15,0,100.0,36.53,20.08,21.05,18.72,10.89,19.99,13.83,-48.88,0,100.0,0.36,0,Ibstock plc,0,0.0020547945205479454
295,XLON:IGG,226.0,0.61,0.33,53.2,370.0,2.28,3.53,3.35,0,100.0,95.43,46.75,100.0,38.36,22.76,28.71,28.06,157.0,0,100.0,0,9.83,IG Group Holdings Plc,0,0.006203007518796992
296,XLON:IMI,163.0,0.6,0.39,73.2,271.0,2.28,1.4,0.9,0,100.0,0,15.82,10.19,8.94,9.46,27.06,16.54,10.26,0,100.0,0.72,-6.81,IMI plc,0,0.005327868852459016
297,XLON:INCH,243.0,0.58,0.27,45.9,417.0,3.6,1.04,0.46,0,100.0,14.01,4.32,3.73,2.67,5.06,17.26,11.03,9.92,0,100.0,0.18,7.82,Inchcape plc,0,0.005882352941176471
298,XLON:INDV,67.0,0.09,0,0,749.0,-0.05,1.5,1.39,0,100.0,88.91,14.0,10.06,6.3,4.6,0,0,5.12,-10.0,100.0,0,-37.48,Indivior plc,0,0
299,XLON:ISAT,11.0,0.03,0.33,0,462.0,1.82,1.0,0.92,0,100.0,89.83,20.9,3.3,0.77,0.23,0.98,2.31,1.47,-510.0,100.0,2.29,-3.5,Inmarsat Plc,0,0
300,XLON:ICP,251.0,0.89,0.28,32.1,283.0,4.54,2.37,2.2,0,100.0,0,64.0,33.18,41.83,4.05,20.16,15.8,2.28,0,100.0,0.96,15.07,Intermediate Capital Group plc,0,0.008722741433021807
301,XLON:INTU,-397.0,-0.3,0.14,0,1382.0,3.3,0.66,0.66,0,100.0,69.0,62.88,-110.17,-66.68,-3.75,-8.38,0.16,-0.54,191.09,100.0,1.06,6.81,Intu Properties plc,0,0
302,XLON:INVP,506.0,0.49,0.23,47.1,946.0,6.98,0,0,0,100.0,0,0,26.6,19.72,0.85,10.61,0,0,0,100.0,0.97,9.75,Investec Plc,0,0.004883227176220807
303,XLON:IPO,14.0,0.03,0,0,943.0,1.4,11.41,7.99,0,100.0,0,33.2,20.54,19.59,1.09,1.18,1.2,7.29,0,100.0,0.07,4.08,IP Group Plc,0,0
304,XLON:IWG,94.0,0.1,0.06,55.9,921.0,0.82,0.55,0.52,0,100.0,16.15,5.78,5.15,3.94,3.2,12.88,8.69,18.31,0,100.0,0.57,9.96,IWG plc,0,0.001073345259391771
305,XLON:JDW,67.0,0.63,0.12,19.0,106.0,2.72,0.35,0.21,0,100.0,11.1,7.81,5.25,3.94,4.57,25.89,8.59,4.36,0,100.0,2.72,7.63,J D Wetherspoon plc,0,0.00631578947368421
306,XLON:FSJ,44.0,0.86,0.28,33.2,51.0,5.62,1.69,1.39,0,100.0,30.56,10.37,10.01,8.17,7.23,15.97,11.36,10.37,0,100.0,0.55,0.23,James Fisher & Sons plc,0,0.008433734939759036
307,XLON:JLT,111.0,0.51,0.34,66.7,217.0,1.48,1.3,1.2,0,100.0,0,14.35,12.28,7.87,4.0,33.51,11.81,7.33,0,100.0,2.3,2.15,Jardine Lloyd Thompson Group plc,0,0.005097451274362819
308,XLON:JD.,251.0,0.26,0.02,6.3,973.0,0.88,1.22,0.44,0,100.0,48.7,9.05,8.62,6.89,13.96,33.78,27.28,90.63,0,100.0,0.16,43.0,JD Sports Fashion plc,0,0.0031746031746031746
309,XLON:CHOO,24.0,0.06,0,0,378.0,1.27,1.19,0.56,0,100.0,64.08,9.43,7.44,5.99,2.83,4.86,4.42,6.41,0,100.0,0.29,0,Jimmy Choo plc,0,0
310,XLON:MARS,41.0,0.07,0.07,108.7,632.0,1.36,0.69,0.34,0,100.0,0,12.07,4.61,3.84,1.44,4.94,4.48,1.67,0,100.0,1.54,0,Marstons plc,0,0.0006439742410303588
311,XLON:MCS,65.0,0.12,0.05,45.0,538.0,1.37,6.53,0.39,0,100.0,18.57,12.59,12.2,9.74,6.92,9.02,8.55,18.19,0,100.0,0.16,0,McCarthy & Stone plc,0,0.0011111111111111111
312,XLON:MGGT,289.0,0.36,0.16,43.3,788.0,3.07,1.59,0.76,0,100.0,38.21,11.5,9.7,14.34,5.95,11.89,8.66,6.61,0,100.0,0.48,7.54,Meggitt,0,0.0036951501154734415
313,XLON:MRO,-331.0,-0.12,0.04,0,2493.0,1.6,1.5,0.99,0,100.0,20.69,-8.46,-9.6,-8.42,-3.2,-6.79,-4.08,-5.43,0,100.0,0.48,0,Melrose Industries plc,0,0
314,XLON:MTRO,23.0,0.26,0,0,90.0,11.26,0,0,0,100.0,0,0,100.0,6.49,0.14,2.4,0,0,0,100.0,0.23,0,Metro Bank plc,0,0
315,XLON:MLC,110.0,0.34,0.07,19.2,325.0,8.31,1.59,1.28,0,100.0,57.3,17.5,14.9,11.0,2.31,4.1,3.52,6.73,-47.9,100.0,0.33,-1.69,Millennium & Copthorne Hotels plc,0,0.003645833333333334
316,XLON:MAB,61.0,0.14,0.07,52.8,425.0,3.98,0.51,0.47,0,100.0,44.67,13.95,3.25,2.79,1.23,3.78,4.63,1.55,0,100.0,1.04,-2.09,Mitchells & Butlers Plc,0,0.001325757575757576
317,XLON:MTO,-27.0,-0.07,0.01,0,360.0,-0.07,0.81,0.78,0,100.0,14.02,4.03,-1.12,-1.23,-2.77,-85.35,-4.33,-0.73,0,100.0,0,0,Mitie Group,0,0
318,XLON:MONY,80.0,0.14,0.1,70.0,538.0,0.32,1.32,1.22,0,100.0,73.5,31.85,29.07,23.75,34.43,50.41,50.82,110.22,0,100.0,0,25.76,Moneysupermarket.Com,0,0.0014285714285714286
319,XLON:PFC,-116.0,-0.34,0.38,0,340.0,1.55,1.12,0.97,0,100.0,12.24,8.67,-1.92,-1.92,-1.63,-13.48,-5.43,-0.58,0,100.0,1.72,0,Petrofac,0,0
320,XLON:PETS,63.0,0.13,0.07,60.0,503.0,1.81,1.05,0.64,0,100.0,51.68,9.88,8.85,6.99,4.72,7.02,6.04,17.04,0,100.0,0.21,24.79,Pets At Home Group PLC,0,0.0011666666666666668
321,XLON:PHNX,45.0,0.1,0.45,440.3,437.0,5.04,0,0,0,100.0,0,0,0.87,1.12,0.05,1.32,0,1.26,0,100.0,0.48,0,Phoenix Group Holdings,0,0.0010220304337951397
322,XLON:PTEC,271.0,0.81,0.36,44.4,350.0,3.91,1.03,1.03,0,100.0,0,15.76,36.43,32.96,9.51,21.82,13.73,13.26,0,100.0,0.93,23.39,Playtech plc,0,0.008108108108108109
323,XLON:POLY,409.0,0.93,0.43,46.5,438.0,2.31,2.19,0.27,0,100.0,40.14,28.37,26.18,21.29,12.37,33.28,15.7,9.82,0,100.0,1.11,-2.14,Polymetal International plc,0,0.009247311827956989
324,XLON:PLP,34.0,0.17,0.11,49.1,200.0,1.57,1.58,0.96,0,100.0,41.76,15.51,13.4,8.13,5.53,10.92,7.66,10.05,0,100.0,0.59,10.35,Polypipe Group plc,0,0.002240325865580448
325,XLON:PFG,-179.0,-0.9,0,0,216.0,2.68,4.11,4.1,0,100.0,0,33.26,-15.52,-15.61,-6.12,-25.46,-5.41,-4.47,0,100.0,2.58,0,Provident Financial plc,0,0
326,XLON:PZC,48.0,0.11,0.08,72.6,418.0,1.08,0.85,0.56,0,100.0,37.39,11.05,8.73,6.25,4.36,9.99,6.83,11.25,0,100.0,0,-5.44,PZ Cussons Plc,0,0.0011019283746556475
327,XLON:QQ.,138.0,0.24,0.06,25.1,567.0,1.31,1.3,1.16,0,100.0,0,14.36,17.38,16.58,12.72,21.64,21.64,207.86,0,100.0,0,0,QinetiQ Group plc,0,0.002390438247011952
328,XLON:RNK,59.0,0.15,0.07,48.0,392.0,1.01,0.58,0.57,0,100.0,44.87,12.58,10.92,8.48,8.35,15.84,12.97,26.7,0,100.0,0.07,0,Rank Group,0,0.0014583333333333334
329,XLON:RAT,61.0,1.18,0.61,51.6,51.0,8.12,0,0,0,100.0,0,0,25.61,20.43,2.16,15.34,0,0,0,100.0,0.04,9.9,Rathbone Brothers plc,0,0.011821705426356589
330,XLON:RDW,308.0,0.85,0.2,23.4,362.0,4.01,3.23,0.17,0,100.0,24.43,19.9,19.79,16.04,13.37,22.66,21.78,39.0,0,100.0,0,41.81,Redrow plc,0,0.008547008547008548
331,XLON:RSW,133.0,1.83,0.54,29.4,73.0,7.54,3.72,2.59,0,100.0,53.41,24.26,25.38,21.74,19.19,26.76,26.92,98.81,0,100.0,0,13.87,Renishaw plc,0,0.018367346938775512
332,XLON:RTN,32.0,0.16,0.17,109.9,201.0,0.94,0.32,0.16,0,100.0,10.8,7.3,6.34,4.74,7.76,16.81,14.83,32.97,0,100.0,0.17,-7.35,Restaurant Group,0,0.0015468607825295723
333,XLON:RMV,153.0,0.17,0.06,34.8,917.0,0.02,1.29,1.13,0,100.0,0,74.14,74.06,59.88,218.05,969.39,519.67,0,0,100.0,0.63,18.16,Rightmove plc,0,0.0017241379310344827
334,XLON:ROR,59.0,0.07,0.05,79.4,872.0,0.54,2.04,1.42,0,100.0,44.75,13.41,12.84,8.83,7.98,12.78,11.03,21.17,0,100.0,0.1,-9.04,Rotork plc,0,0.0006297229219143577
335,XLON:RMG,259.0,0.26,0.23,90.6,999.0,4.43,0.89,0.85,0,100.0,41.27,2.16,2.08,2.55,3.32,5.49,5.02,15.13,0,100.0,0.12,-14.35,Royal Mail PLC,0,0.0025386313465783667
336,XLON:SAFE,104.0,0.49,0.14,28.3,210.0,3.35,0.56,0.56,0,100.0,64.47,49.01,77.51,76.19,8.99,15.71,10.97,9.53,0,100.0,0.59,0,Safestore Holdings,0,0.0049469964664310955
337,XLON:SAGA,138.0,0.12,0.08,68.2,1123.0,1.09,1.19,0.77,0,100.0,52.01,23.14,20.78,15.99,5.15,11.37,8.86,13.76,0,100.0,0.37,3.98,Saga plc,0,0.0011730205278592375
338,XLON:SNN,16.0,0.12,0.13,109.5,143.0,1.24,1.65,1.65,0,100.0,62.66,17.49,16.9,13.42,6.04,9.73,7.56,17.19,0,100.0,0.39,0,Sanne Group plc,0,0.001187214611872146
339,XLON:SVS,77.0,0.55,0.15,27.3,140.0,3.02,1.14,1.11,0,100.0,0,5.89,6.61,4.77,6.87,18.94,14.1,30.64,0,100.0,0,15.78,Savills plc,0,0.005494505494505494
340,XLON:SNR,65.0,0.15,0.07,45.1,423.0,1.3,1.28,0.69,0,100.0,21.71,6.89,5.75,6.29,6.56,12.49,10.13,7.48,0,100.0,0.23,-2.91,Senior plc,0,0.0015521064301552106
341,XLON:SRP,34.0,0.03,0,0,1135.0,0.25,0.92,0.88,0,100.0,8.66,1.21,1.13,1.19,2.17,12.27,8.98,3.26,0,100.0,0.92,0,Serco Group plc,0,0
342,XLON:SHB,322.0,1.13,0.16,14.1,288.0,9.78,5.28,5.07,0,100.0,77.19,65.19,274.81,274.81,8.73,11.8,9.74,11.42,0,100.0,0.32,26.53,Shaftesbury,0,0.011347517730496455
343,XLON:SHI,-24.0,-0.04,0.04,0,592.0,0.8,1.37,1.01,0,100.0,26.3,5.15,-0.55,-0.84,-1.63,-4.77,-1.43,-0.07,0,100.0,0.43,0,Sig plc,0,0
344,XLON:STOB,100.0,0.28,0.17,58.9,357.0,1.15,1.57,1.02,0,100.0,27.02,-8.15,41.58,41.33,15.15,25.21,19.8,33.32,0,100.0,0.16,41.68,Stobart Group Ltd,0,0.0028862478777589135
345,XLON:SYNT,102.0,0.29,0.12,41.0,342.0,1.35,1.42,1.07,0,100.0,0,7.45,7.72,6.59,7.85,25.46,14.78,15.36,0,100.0,0.63,5.51,Synthomer plc,0,0.002926829268292683
346,XLON:TALK,-79.0,-0.08,0.07,0,987.0,0.18,0.77,0.64,0,100.0,52.46,-0.41,-4.27,-4.63,-5.09,-44.89,-6.43,-1.03,0,100.0,3.41,0,Talktalk Telecom Group Plc,0,0
347,XLON:UTG,277.0,1.1,0.23,20.5,252.0,7.58,0.92,0.82,0,100.0,67.71,47.5,231.88,223.11,11.49,15.42,12.87,21.72,0,100.0,0.23,12.03,Unite Group,0,0.011219512195121953
348,XLON:VEC,-71.0,-0.1,0,0,679.0,0.82,2.57,2.13,0,100.0,62.37,-46.21,-58.75,-47.62,-9.7,-11.88,-12.11,80.64,0,100.0,0,0,Vectura Group,0,0
349,XLON:VED,235.0,0.82,0.59,71.7,282.0,-0.95,0.79,0.6,0,100.0,22.26,18.32,16.16,1.53,0.78,0,0,3.14,0,100.0,0,8.4,Vedanta Resources Plc,0,0.008228730822873082
350,XLON:VSVS,62.0,0.23,0.18,80.0,271.0,3.84,2.25,1.61,0,100.0,27.94,9.11,7.09,3.52,2.91,5.86,4.8,9.33,0,100.0,0.43,-42.3,Vesuvius plc,0,0.00225
351,XLON:VCT,115.0,1.34,0.54,40.1,86.0,5.16,4.45,2.29,0,100.0,63.73,38.05,38.11,35.38,22.75,26.71,26.67,415.0,0,100.0,0,6.71,Victrex,0,0.013466334164588529
352,XLON:VM.,195.0,0.38,0.06,15.8,446.0,4.17,0,0,0,100.0,0,0,100.0,26.72,0.41,9.46,0,0,0,100.0,1.58,-3.39,Virgin Money Holdings (UK) plc,0,0.0037974683544303796
353,XLON:WEIR,182.0,0.81,0.44,61.0,226.0,7.21,1.66,0.87,0,100.0,31.6,10.57,7.83,7.3,4.84,11.41,7.58,6.7,0,100.0,0.32,-12.51,Weir Group plc,0,0.007213114754098361
354,XLON:SMWH,114.0,1.02,0.48,46.8,111.0,1.85,0.92,0.35,0,0,0,0,0,0,23.31,60.96,47.88,70.5,0,100.0,0.03,6.67,WH Smith Plc,0,0.010256410256410256
355,AZN,2677.0,1.05,1.4,132.7,2535.0,4.99,0.72,0.53,0,100.0,79.32,7.47,8.68,11.98,4.23,20.36,9.22,3.98,-28.95,100.0,1.22,-13.78,AstraZeneca plc,0,0.010550113036925397
356,AV.,1190.0,0.28,0.27,98.9,4067.0,4.38,0,0,0,100.0,0,0,4.14,3.02,0.27,6.92,0,4.63,0,100.0,0.57,0,Aviva plc,0,0.002730030333670374
357,XLON:BAB,336.0,0.67,0.28,42.8,506.0,5.72,1.05,0.86,0,100.0,14.76,7.95,8.39,7.22,5.4,12.09,8.47,8.76,0,100.0,0.51,13.93,Babcock International Group,0,0.006542056074766356
358,BA.,756.0,0.23,0.21,92.4,3201.0,1.82,0.96,0.83,0,100.0,0,6.86,5.53,4.3,3.35,16.31,12.56,4.09,0,100.0,0.59,-4.37,BAE Systems plc,0,0.0022727272727272726
